class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season
e;cze.53;x;;y;f;e;;w;06.kwi;gru.68;b;;y;u;y;t;g;;d;a
e;cze.85;x;;y;f;e;;w;maj.74;lis.59;b;;y;u;y;t;g;;d;u
e;07.mar;x;;y;f;e;;w;cze.67;13.sty;b;;y;u;w;t;g;;d;a
e;lip.54;x;;w;f;e;;w;cze.33;13.85;b;;w;u;w;t;g;;d;u
e;07.gru;x;;y;f;e;;w;cze.43;12.mar;b;;w;u;y;t;g;;d;a
e;cze.21;x;;w;f;e;;w;06.cze;11.lip;b;;w;u;y;t;g;;d;u
e;cze.57;x;;y;f;e;;w;maj.95;gru.16;b;;y;u;w;t;g;;d;a
e;lip.14;x;;w;f;e;;w;cze.18;gru.48;b;;y;u;y;t;g;;d;u
e;06.kwi;x;;y;f;e;;w;maj.71;lis.43;b;;y;u;w;t;g;;d;u
e;cze.65;x;;w;f;e;;w;maj.94;gru.89;b;;y;u;y;t;g;;d;u
e;cze.57;x;;w;f;e;;w;maj.74;11.wrz;b;;y;u;w;t;g;;d;a
e;cze.86;x;;w;f;e;;w;cze.19;12.wrz;b;;w;u;y;t;g;;d;a
e;cze.48;x;;w;f;e;;w;cze.19;gru.31;b;;y;u;y;t;g;;d;a
e;cze.62;x;;y;f;e;;w;maj.71;12.lip;b;;y;u;y;t;g;;d;u
e;06.kwi;x;;y;f;e;;w;cze.27;12.wrz;b;;y;u;w;t;g;;d;a
e;cze.77;x;;w;f;e;;w;06.sty;gru.23;b;;w;u;w;t;g;;d;a
e;lip.47;x;;y;f;e;;w;maj.88;12.wrz;b;;y;u;w;t;g;;d;a
e;06.lut;x;;y;f;e;;w;maj.78;lis.43;b;;w;u;w;t;g;;d;a
e;08.cze;x;;y;f;e;;w;cze.75;13.72;b;;y;u;w;t;g;;d;u
e;07.sty;x;;y;f;e;;w;cze.18;13.15;b;;w;u;w;t;g;;d;u
e;07.lis;x;;w;f;e;;w;06.mar;gru.89;b;;y;u;w;t;g;;d;u
e;maj.35;x;;w;f;e;;w;kwi.93;paü.77;b;;y;u;y;t;g;;d;u
e;maj.89;x;;y;f;e;;w;06.wrz;13.13;b;;y;u;w;t;g;;d;u
e;maj.65;x;;y;f;e;;w;06.maj;gru.19;b;;w;u;w;t;g;;d;a
e;cze.53;x;;y;f;e;;w;cze.23;gru.68;b;;w;u;w;t;g;;d;a
e;04.wrz;x;;w;f;e;;w;maj.76;gru.55;b;;y;u;y;t;g;;d;a
e;06.lip;x;;w;f;e;;w;maj.69;gru.34;b;;w;u;y;t;g;;d;u
e;lip.91;x;;y;f;e;;w;cze.46;13.22;b;;y;u;y;t;g;;d;u
e;cze.24;x;;y;f;e;;w;maj.42;lis.47;b;;y;u;w;t;g;;d;a
e;maj.76;x;;y;f;e;;w;maj.81;lis.74;b;;y;u;y;t;g;;d;u
e;cze.23;x;;y;f;e;;w;maj.73;lis.49;b;;y;u;w;t;g;;d;u
e;06.lip;x;;y;f;e;;w;maj.48;12.maj;b;;y;u;y;t;g;;d;a
e;lip.93;x;;w;f;e;;w;cze.67;14.0;b;;y;u;w;t;g;;d;u
e;06.mar;x;;w;f;e;;w;maj.52;paü.87;b;;y;u;w;t;g;;d;a
e;cze.66;x;;y;f;e;;w;maj.59;12.cze;b;;w;u;w;t;g;;d;u
e;06.sty;x;;y;f;e;;w;maj.75;lis.26;b;;y;u;w;t;g;;d;u
e;cze.13;x;;y;f;e;;w;06.sie;12.wrz;b;;w;u;y;t;g;;d;a
e;maj.58;x;;y;f;e;;w;06.mar;gru.52;b;;y;u;y;t;g;;d;a
e;8.0;x;;y;f;e;;w;06.kwi;13.maj;b;;y;u;w;t;g;;d;u
e;06.kwi;x;;w;f;e;;w;cze.43;13.83;b;;y;u;w;t;g;;d;a
e;cze.16;x;;y;f;e;;w;maj.95;gru.76;b;;w;u;w;t;g;;d;u
e;maj.24;x;;w;f;e;;w;maj.81;gru.54;b;;y;u;w;t;g;;d;u
e;maj.38;x;;w;f;e;;w;maj.85;lis.73;b;;w;u;y;t;g;;d;a
e;lip.22;x;;w;f;e;;w;06.sty;gru.31;b;;w;u;y;t;g;;d;u
e;maj.36;x;;w;f;e;;w;cze.24;gru.74;b;;w;u;y;t;g;;d;u
e;sie.46;x;;w;f;e;;w;cze.13;14.19;b;;w;u;y;t;g;;d;a
e;maj.66;x;;y;f;e;;w;maj.76;lis.71;b;;y;u;w;t;g;;d;u
e;maj.38;x;;w;f;e;;w;maj.88;lis.57;b;;y;u;w;t;g;;d;a
e;cze.19;x;;y;f;e;;w;maj.99;lis.99;b;;w;u;w;t;g;;d;u
e;07.kwi;x;;w;f;e;;w;06.sty;lis.88;b;;w;u;y;t;g;;d;u
e;cze.99;x;;y;f;e;;w;cze.32;13.13;b;;y;u;w;t;g;;d;u
e;kwi.71;x;;w;f;e;;w;maj.73;11.maj;b;;y;u;y;t;g;;d;a
e;maj.68;x;;y;f;e;;w;maj.57;lis.47;b;;y;u;y;t;g;;d;a
e;6.0;x;;w;f;e;;w;cze.25;13.53;b;;w;u;y;t;g;;d;a
e;maj.65;x;;y;f;e;;w;cze.18;gru.74;b;;y;u;w;t;g;;d;u
e;08.lis;x;;w;f;e;;w;cze.61;13.76;b;;y;u;w;t;g;;d;u
e;cze.95;x;;y;f;e;;w;cze.32;13.19;b;;y;u;w;t;g;;d;u
e;08.lut;x;;y;f;e;;w;cze.26;13.52;b;;w;u;w;t;g;;d;u
e;maj.43;x;;w;f;e;;w;maj.75;gru.64;b;;y;u;y;t;g;;d;a
e;06.mar;x;;w;f;e;;w;06.wrz;12.mar;b;;w;u;w;t;g;;d;a
e;lip.53;x;;w;f;e;;w;cze.15;13.53;b;;y;u;w;t;g;;d;a
e;cze.35;x;;w;f;e;;w;maj.46;13.lip;b;;w;u;w;t;g;;d;a
e;cze.14;x;;y;f;e;;w;06.lut;gru.59;b;;w;u;y;t;g;;d;u
e;lip.27;x;;w;f;e;;w;06.cze;gru.76;b;;y;u;y;t;g;;d;u
e;cze.15;x;;y;f;e;;w;6.0;gru.41;b;;y;u;w;t;g;;d;u
e;cze.74;x;;y;f;e;;w;cze.46;13.72;b;;w;u;y;t;g;;d;u
e;08.lis;x;;y;f;e;;w;cze.89;13.sie;b;;y;u;w;t;g;;d;a
e;cze.29;x;;w;f;e;;w;06.maj;13.37;b;;w;u;y;t;g;;d;u
e;cze.53;x;;y;f;e;;w;06.lis;12.cze;b;;w;u;y;t;g;;d;a
e;cze.53;x;;y;f;e;;w;06.maj;13.17;b;;w;u;y;t;g;;d;u
e;cze.43;x;;w;f;e;;w;06.sie;gru.15;b;;w;u;w;t;g;;d;a
e;cze.76;x;;w;f;e;;w;maj.84;gru.42;b;;y;u;w;t;g;;d;u
e;maj.52;x;;w;f;e;;w;maj.42;paü.98;b;;w;u;w;t;g;;d;u
e;07.sty;x;;y;f;e;;w;cze.51;13.33;b;;y;u;w;t;g;;d;a
e;maj.48;x;;y;f;e;;w;maj.61;gru.27;b;;w;u;y;t;g;;d;u
e;lip.38;x;;y;f;e;;w;maj.95;lis.82;b;;y;u;w;t;g;;d;a
e;sie.21;x;;w;f;e;;w;cze.35;gru.16;b;;y;u;y;t;g;;d;a
e;maj.97;x;;w;f;e;;w;maj.92;gru.76;b;;y;u;w;t;g;;d;a
e;maj.59;x;;w;f;e;;w;maj.17;lis.91;b;;y;u;w;t;g;;d;u
e;lip.14;x;;w;f;e;;w;maj.49;lis.98;b;;w;u;w;t;g;;d;u
e;cze.96;x;;w;f;e;;w;06.lut;gru.47;b;;w;u;w;t;g;;d;a
e;lip.14;x;;y;f;e;;w;06.sty;gru.92;b;;w;u;w;t;g;;d;u
e;06.lut;x;;y;f;e;;w;maj.68;gru.74;b;;w;u;w;t;g;;d;a
e;cze.22;x;;y;f;e;;w;maj.93;13.0;b;;w;u;w;t;g;;d;u
e;maj.78;x;;w;f;e;;w;05.lip;lis.57;b;;w;u;y;t;g;;d;a
e;maj.24;x;;y;f;e;;w;05.wrz;lis.99;b;;w;u;y;t;g;;d;u
e;cze.29;x;;w;f;e;;w;05.wrz;12.lip;b;;y;u;y;t;g;;d;a
e;cze.62;x;;y;f;e;;w;maj.68;gru.26;b;;w;u;y;t;g;;d;a
e;07.lut;x;;y;f;e;;w;maj.93;13.45;b;;w;u;y;t;g;;d;u
e;cze.45;x;;w;f;e;;w;maj.92;gru.58;b;;w;u;w;t;g;;d;u
e;maj.82;x;;y;f;e;;w;cze.44;gru.98;b;;w;u;w;t;g;;d;u
e;maj.18;x;;w;f;e;;w;maj.95;lis.97;b;;y;u;y;t;g;;d;a
e;maj.42;x;;w;f;e;;w;maj.28;lis.54;b;;w;u;w;t;g;;d;a
e;06.lip;x;;w;f;e;;w;maj.77;12.lis;b;;w;u;y;t;g;;d;u
e;maj.69;x;;y;f;e;;w;06.wrz;12.lip;b;;y;u;y;t;g;;d;a
e;lip.18;x;;w;f;e;;w;cze.27;12.maj;b;;w;u;y;t;g;;d;a
e;maj.87;x;;w;f;e;;w;cze.54;13.43;b;;w;u;y;t;g;;d;a
e;06.maj;x;;y;f;e;;w;cze.62;gru.94;b;;y;u;w;t;g;;d;a
e;lip.36;x;;y;f;e;;w;maj.68;lis.79;b;;w;u;w;t;g;;d;a
e;maj.44;x;;y;f;e;;w;06.sty;13.maj;b;;y;u;w;t;g;;d;a
e;cze.39;x;;w;f;e;;w;cze.39;13.29;b;;y;u;y;t;g;;d;a
e;06.sie;x;;w;f;e;;w;maj.59;lis.37;b;;w;u;y;t;g;;d;a
e;06.cze;x;;w;f;e;;w;maj.44;gru.39;b;;y;u;y;t;g;;d;u
e;maj.97;x;;w;f;e;;w;maj.53;11.maj;b;;w;u;y;t;g;;d;u
e;06.lis;x;;y;f;e;;w;maj.77;11.maj;b;;w;u;w;t;g;;d;u
e;06.sty;x;;y;f;e;;w;06.sie;gru.53;b;;y;u;w;t;g;;d;a
e;maj.88;x;;w;f;e;;w;maj.96;13.72;b;;y;u;w;t;g;;d;a
e;03.sie;x;;w;f;e;;w;05.sty;wrz.99;b;;y;u;w;t;g;;d;u
e;cze.69;x;;y;f;e;;w;cze.37;13.14;b;;w;u;w;t;g;;d;u
e;cze.22;x;;w;f;e;;w;05.wrz;lis.77;b;;w;u;y;t;g;;d;u
e;07.sie;x;;w;f;e;;w;cze.54;gru.78;b;;y;u;w;t;g;;d;u
e;05.mar;x;;w;f;e;;w;maj.62;gru.24;b;;y;u;w;t;g;;d;a
e;05.wrz;x;;w;f;e;;w;maj.56;lis.75;b;;w;u;w;t;g;;d;a
e;lip.45;x;;y;f;e;;w;cze.18;gru.95;b;;w;u;w;t;g;;d;a
e;maj.59;x;;w;f;e;;w;cze.26;13.22;b;;y;u;y;t;g;;d;a
e;cze.47;x;;w;f;e;;w;06.lip;gru.69;b;;y;u;y;t;g;;d;a
e;06.cze;x;;y;f;e;;w;maj.68;12.mar;b;;y;u;w;t;g;;d;a
e;lip.83;x;;y;f;e;;w;maj.82;13.25;b;;y;u;y;t;g;;d;u
e;cze.19;x;;w;f;e;;w;maj.81;gru.42;b;;y;u;w;t;g;;d;a
e;cze.56;x;;w;f;e;;w;maj.85;gru.39;b;;y;u;w;t;g;;d;u
e;04.mar;x;;w;f;e;;w;maj.64;lis.52;b;;w;u;w;t;g;;d;a
e;cze.73;x;;y;f;e;;w;cze.33;13.14;b;;w;u;y;t;g;;d;u
e;cze.56;x;;w;f;e;;w;05.cze;lis.26;b;;y;u;w;t;g;;d;u
e;maj.73;x;;w;f;e;;w;cze.42;13.51;b;;w;u;w;t;g;;d;u
e;maj.64;x;;w;f;e;;w;maj.52;lis.19;b;;w;u;y;t;g;;d;a
e;lip.31;x;;y;f;e;;w;maj.81;lis.72;b;;w;u;y;t;g;;d;a
e;cze.27;x;;w;f;e;;w;cze.25;13.42;b;;w;u;w;t;g;;d;a
e;kwi.83;x;;w;f;e;;w;maj.61;gru.27;b;;y;u;y;t;g;;d;u
e;cze.38;x;;y;f;e;;w;maj.86;11.maj;b;;y;u;w;t;g;;d;u
e;maj.44;x;;y;f;e;;w;maj.91;gru.22;b;;y;u;y;t;g;;d;u
e;cze.64;x;;w;f;e;;w;maj.88;lis.95;b;;y;u;y;t;g;;d;a
e;05.lip;x;;w;f;e;;w;maj.66;lis.23;b;;y;u;y;t;g;;d;a
e;sie.43;x;;w;f;e;;w;cze.38;13.46;b;;y;u;y;t;g;;d;a
e;cze.55;x;;y;f;e;;w;maj.81;lis.47;b;;w;u;y;t;g;;d;u
e;07.kwi;x;;y;f;e;;w;cze.17;13.84;b;;w;u;y;t;g;;d;u
e;cze.85;x;;w;f;e;;w;cze.26;12.kwi;b;;w;u;y;t;g;;d;a
e;06.lut;x;;w;f;e;;w;maj.93;gru.23;b;;y;u;y;t;g;;d;u
e;cze.64;x;;y;f;e;;w;maj.83;gru.95;b;;w;u;y;t;g;;d;u
e;lip.92;x;;w;f;e;;w;cze.48;gru.67;b;;y;u;w;t;g;;d;a
e;08.lut;x;;w;f;e;;w;cze.42;13.65;b;;y;u;y;t;g;;d;u
e;06.sie;x;;y;f;e;;w;maj.79;gru.16;b;;y;u;y;t;g;;d;a
e;cze.31;x;;w;f;e;;w;cze.35;13.mar;b;;w;u;y;t;g;;d;u
e;cze.76;x;;w;f;e;;w;maj.96;lis.78;b;;w;u;y;t;g;;d;u
e;maj.86;x;;w;f;e;;w;06.wrz;13.17;b;;w;u;y;t;g;;d;u
e;06.kwi;x;;w;f;e;;w;06.sie;lis.78;b;;w;u;w;t;g;;d;u
e;07.mar;x;;y;f;e;;w;maj.77;lis.67;b;;w;u;w;t;g;;d;a
e;06.kwi;x;;w;f;e;;w;maj.76;13.27;b;;w;u;y;t;g;;d;a
e;cze.76;x;;y;f;e;;w;maj.89;gru.59;b;;y;u;w;t;g;;d;a
e;cze.88;x;;w;f;e;;w;maj.66;gru.48;b;;y;u;y;t;g;;d;u
e;05.cze;x;;y;f;e;;w;maj.58;lis.89;b;;y;u;w;t;g;;d;u
e;08.sty;x;;y;f;e;;w;cze.59;13.sie;b;;y;u;w;t;g;;d;u
e;cze.52;x;;y;f;e;;w;maj.96;12.kwi;b;;w;u;y;t;g;;d;u
e;lip.59;x;;w;f;e;;w;maj.94;gru.65;b;;y;u;w;t;g;;d;a
e;cze.15;x;;y;f;e;;w;06.gru;12.wrz;b;;y;u;w;t;g;;d;u
e;06.kwi;x;;y;f;e;;w;maj.67;lis.93;b;;y;u;w;t;g;;d;u
e;cze.41;x;;w;f;e;;w;maj.76;13.14;b;;y;u;y;t;g;;d;a
e;sie.35;x;;w;f;e;;w;cze.64;13.65;b;;w;u;w;t;g;;d;u
e;cze.41;x;;w;f;e;;w;maj.57;lis.69;b;;y;u;y;t;g;;d;u
e;sie.58;x;;y;f;e;;w;cze.38;14.36;b;;w;u;y;t;g;;d;u
e;05.wrz;x;;w;f;e;;w;06.mar;gru.82;b;;w;u;w;t;g;;d;a
e;06.maj;x;;w;f;e;;w;maj.79;13.27;b;;y;u;w;t;g;;d;u
e;maj.95;x;;w;f;e;;w;06.wrz;gru.81;b;;w;u;y;t;g;;d;u
e;maj.46;x;;y;f;e;;w;05.sie;lis.54;b;;y;u;y;t;g;;d;a
e;maj.38;x;;w;f;e;;w;06.mar;gru.14;b;;w;u;y;t;g;;d;u
e;07.cze;x;;w;f;e;;w;cze.33;gru.76;b;;y;u;w;t;g;;d;a
e;lip.22;x;;w;f;e;;w;maj.95;gru.53;b;;y;u;w;t;g;;d;a
e;cze.71;x;;w;f;e;;w;cze.68;13.91;b;;y;u;y;t;g;;d;a
e;lip.53;x;;w;f;e;;w;06.gru;gru.61;b;;w;u;w;t;g;;d;a
e;cze.17;x;;y;f;e;;w;05.mar;paü.74;b;;y;u;y;t;g;;d;a
e;kwi.69;x;;y;f;e;;w;maj.87;lis.46;b;;y;u;w;t;g;;d;u
e;cze.66;x;;y;f;e;;w;cze.15;gru.91;b;;y;u;y;t;g;;d;a
e;cze.83;x;;y;f;e;;w;cze.23;gru.77;b;;y;u;y;t;g;;d;a
e;05.lip;x;;w;f;e;;w;maj.68;10.cze;b;;y;u;w;t;g;;d;a
e;maj.83;x;;y;f;e;;w;cze.13;13.18;b;;w;u;y;t;g;;d;a
e;lip.59;x;;y;f;e;;w;cze.51;13.91;b;;w;u;w;t;g;;d;a
e;05.lip;x;;y;f;e;;w;maj.73;gru.22;b;;w;u;w;t;g;;d;u
e;05.cze;x;;y;f;e;;w;maj.82;lis.55;b;;y;u;y;t;g;;d;a
e;maj.74;x;;y;f;e;;w;maj.79;gru.65;b;;w;u;y;t;g;;d;u
e;sie.39;x;;y;f;e;;w;cze.16;13.86;b;;w;u;w;t;g;;d;a
e;maj.26;x;;y;f;e;;w;maj.93;lis.64;b;;w;u;y;t;g;;d;u
e;05.gru;x;;w;f;e;;w;maj.78;lis.41;b;;y;u;y;t;g;;d;u
e;maj.88;x;;y;f;e;;w;maj.78;lis.15;b;;w;u;w;t;g;;d;a
e;07.cze;x;;y;f;e;;w;cze.27;13.42;b;;y;u;y;t;g;;d;a
e;maj.42;x;;w;f;e;;w;maj.97;13.kwi;b;;y;u;y;t;g;;d;a
e;cze.17;x;;w;f;e;;w;cze.21;gru.72;b;;w;u;y;t;g;;d;u
e;lip.84;x;;w;f;e;;w;cze.46;13.64;b;;y;u;w;t;g;;d;u
e;cze.92;x;;y;f;e;;w;cze.48;gru.88;b;;w;u;w;t;g;;d;u
e;06.lut;x;;y;f;e;;w;maj.93;gru.43;b;;y;u;y;t;g;;d;a
e;lip.58;x;;y;f;e;;w;cze.19;gru.97;b;;w;u;y;t;g;;d;u
e;kwi.72;x;;y;f;e;;w;maj.53;lis.49;b;;y;u;w;t;g;;d;u
e;06.kwi;x;;y;f;e;;w;cze.17;gru.65;b;;w;u;y;t;g;;d;u
e;cze.89;x;;y;f;e;;w;cze.31;13.48;b;;y;u;w;t;g;;d;u
e;kwi.89;x;;y;f;e;;w;maj.66;lis.61;b;;y;u;w;t;g;;d;a
e;06.wrz;x;;y;f;e;;w;06.maj;gru.95;b;;y;u;w;t;g;;d;a
e;lip.48;x;;w;f;e;;w;cze.37;13.lut;b;;w;u;y;t;g;;d;u
e;cze.85;x;;w;f;e;;w;cze.58;13.87;b;;y;u;y;t;g;;d;u
e;maj.57;x;;w;f;e;;w;06.lip;gru.64;b;;y;u;y;t;g;;d;u
e;06.sty;x;;w;f;e;;w;cze.19;14.46;b;;y;u;w;t;g;;d;a
e;maj.21;x;;y;f;e;;w;maj.48;gru.73;b;;y;u;w;t;g;;d;u
e;kwi.21;x;;w;f;e;;w;maj.17;paü.72;b;;y;u;w;t;g;;d;a
e;cze.78;x;;w;f;e;;w;cze.28;13.37;b;;y;u;y;t;g;;d;u
e;06.sty;x;;w;f;e;;w;maj.85;gru.15;b;;w;u;y;t;g;;d;u
e;maj.98;x;;y;f;e;;w;maj.23;lis.66;b;;y;u;w;t;g;;d;a
e;07.sty;x;;w;f;e;;w;maj.67;gru.64;b;;y;u;y;t;g;;d;u
e;maj.79;x;;w;f;e;;w;cze.43;gru.37;b;;w;u;y;t;g;;d;a
e;07.lip;x;;w;f;e;;w;06.mar;13.44;b;;y;u;y;t;g;;d;a
e;cze.95;x;;y;f;e;;w;cze.25;13.53;b;;y;u;w;t;g;;d;u
e;maj.99;x;;w;f;e;;w;maj.68;11.sty;b;;y;u;w;t;g;;d;u
e;cze.95;x;;y;f;e;;w;maj.82;13.lis;b;;w;u;y;t;g;;d;a
e;cze.52;x;;y;f;e;;w;cze.13;gru.77;b;;y;u;y;t;g;;d;a
e;cze.42;x;;y;f;e;;w;cze.66;gru.83;b;;y;u;y;t;g;;d;a
e;06.cze;x;;y;f;e;;w;maj.64;11.lut;b;;y;u;y;t;g;;d;u
e;05.lip;x;;w;f;e;;w;maj.75;gru.72;b;;y;u;y;t;g;;d;a
e;lip.63;x;;y;f;e;;w;maj.89;gru.17;b;;y;u;y;t;g;;d;u
e;lip.71;x;;w;f;e;;w;cze.55;14.59;b;;y;u;y;t;g;;d;u
e;cze.43;x;;w;f;e;;w;cze.15;13.kwi;b;;y;u;w;t;g;;d;u
e;maj.95;x;;y;f;e;;w;06.sty;gru.72;b;;y;u;w;t;g;;d;u
e;07.lip;x;;w;f;e;;w;cze.23;gru.94;b;;w;u;w;t;g;;d;u
e;maj.84;x;;w;f;e;;w;maj.92;13.lut;b;;w;u;y;t;g;;d;u
e;05.sty;x;;w;f;e;;w;maj.65;lis.72;b;;y;u;w;t;g;;d;a
e;maj.87;x;;y;f;e;;w;maj.68;gru.83;b;;y;u;y;t;g;;d;a
e;maj.74;x;;y;f;e;;w;maj.82;12.lut;b;;w;u;w;t;g;;d;a
e;cze.24;x;;y;f;e;;w;06.wrz;gru.44;b;;w;u;w;t;g;;d;u
e;05.maj;x;;y;f;e;;w;maj.81;lis.16;b;;y;u;y;t;g;;d;a
e;maj.41;x;;w;f;e;;w;cze.28;12.gru;b;;w;u;y;t;g;;d;a
e;cze.15;x;;w;f;e;;w;maj.94;gru.33;b;;y;u;y;t;g;;d;a
e;lip.75;x;;y;f;e;;w;cze.26;14.14;b;;y;u;w;t;g;;d;u
e;lip.69;x;;w;f;e;;w;cze.32;gru.88;b;;w;u;y;t;g;;d;a
e;06.cze;x;;w;f;e;;w;cze.41;13.14;b;;w;u;w;t;g;;d;u
e;06.kwi;x;;w;f;e;;w;maj.81;gru.29;b;;y;u;y;t;g;;d;u
e;lip.77;x;;y;f;e;;w;maj.98;gru.81;b;;w;u;w;t;g;;d;u
e;lip.91;x;;y;f;e;;w;cze.24;13.27;b;;w;u;y;t;g;;d;u
e;cze.59;x;;y;f;e;;w;maj.65;gru.46;b;;y;u;w;t;g;;d;a
e;maj.76;x;;y;f;e;;w;06.mar;13.17;b;;y;u;w;t;g;;d;u
e;cze.99;x;;w;f;e;;w;06.maj;13.39;b;;y;u;y;t;g;;d;a
e;06.lip;x;;y;f;e;;w;maj.71;paü.81;b;;w;u;w;t;g;;d;a
e;maj.34;x;;w;f;e;;w;06.sie;lis.89;b;;w;u;w;t;g;;d;a
e;cze.35;x;;w;f;e;;w;maj.72;gru.28;b;;w;u;w;t;g;;d;u
e;lip.24;x;;w;f;e;;w;05.lip;gru.19;b;;y;u;w;t;g;;d;u
e;lip.62;x;;w;f;e;;w;maj.79;lis.42;b;;w;u;y;t;g;;d;a
e;lip.53;x;;w;f;e;;w;06.lis;gru.77;b;;y;u;w;t;g;;d;a
e;maj.88;x;;w;f;e;;w;cze.41;gru.37;b;;y;u;y;t;g;;d;a
e;cze.85;x;;w;f;e;;w;cze.15;gru.79;b;;w;u;w;t;g;;d;u
e;maj.67;x;;y;f;e;;w;maj.67;10.sie;b;;w;u;w;t;g;;d;u
e;maj.81;x;;w;f;e;;w;maj.86;lis.48;b;;w;u;y;t;g;;d;a
e;cze.46;x;;y;f;e;;w;06.cze;13.sty;b;;y;u;y;t;g;;d;u
e;cze.57;x;;y;f;e;;w;maj.93;13.32;b;;w;u;w;t;g;;d;u
e;maj.97;x;;y;f;e;;w;maj.87;lis.88;b;;w;u;w;t;g;;d;u
e;06.cze;x;;w;f;e;;w;cze.38;13.96;b;;w;u;w;t;g;;d;u
e;maj.99;x;;w;f;e;;w;06.wrz;gru.51;b;;y;u;y;t;g;;d;u
e;lip.17;x;;y;f;e;;w;maj.84;gru.47;b;;y;u;y;t;g;;d;u
e;lip.86;x;;w;f;e;;w;maj.99;lis.89;b;;y;u;y;t;g;;d;a
e;maj.77;x;;y;f;e;;w;cze.27;gru.74;b;;y;u;y;t;g;;d;u
e;kwi.37;x;;y;f;e;;w;maj.98;lis.96;b;;w;u;w;t;g;;d;u
e;cze.89;x;;y;f;e;;w;06.lis;gru.95;b;;y;u;y;t;g;;d;u
e;maj.24;x;;y;f;e;;w;maj.24;10.lip;b;;w;u;w;t;g;;d;u
e;lip.75;x;;w;f;e;;w;cze.48;13.94;b;;y;u;y;t;g;;d;u
e;06.lip;x;;y;f;e;;w;cze.24;gru.29;b;;w;u;w;t;g;;d;u
e;06.mar;x;;w;f;e;;w;maj.94;12.cze;b;;y;u;w;t;g;;d;u
e;07.wrz;x;;w;f;e;;w;6.0;13.0;b;;y;u;w;t;g;;d;a
e;sie.14;x;;y;f;e;;w;cze.22;gru.49;b;;y;u;w;t;g;;d;a
e;maj.81;x;;w;f;e;;w;cze.27;gru.38;b;;y;u;y;t;g;;d;u
e;cze.49;x;;y;f;e;;w;cze.13;13.26;b;;y;u;w;t;g;;d;u
e;maj.68;x;;y;f;e;;w;maj.75;lis.87;b;;w;u;w;t;g;;d;u
e;06.sie;x;;w;f;e;;w;cze.19;12.wrz;b;;y;u;y;t;g;;d;u
e;06.wrz;x;;w;f;e;;w;maj.82;gru.82;b;;y;u;y;t;g;;d;a
e;lip.42;x;;w;f;e;;w;cze.21;gru.86;b;;w;u;y;t;g;;d;a
e;cze.22;x;;y;f;e;;w;maj.84;lis.31;b;;y;u;w;t;g;;d;u
e;cze.87;x;;y;f;e;;w;maj.79;13.25;b;;y;u;y;t;g;;d;a
e;cze.42;x;;y;f;e;;w;maj.55;gru.28;b;;y;u;w;t;g;;d;a
e;cze.78;x;;w;f;e;;w;06.lip;gru.69;b;;w;u;y;t;g;;d;u
e;lip.97;x;;w;f;e;;w;06.lip;13.73;b;;y;u;y;t;g;;d;u
e;lip.64;x;;y;f;e;;w;cze.22;13.55;b;;y;u;y;t;g;;d;u
e;06.wrz;x;;w;f;e;;w;cze.26;gru.98;b;;w;u;y;t;g;;d;u
e;cze.33;x;;y;f;e;;w;cze.68;14.maj;b;;y;u;w;t;g;;d;u
e;lip.74;x;;y;f;e;;w;06.lis;gru.76;b;;w;u;w;t;g;;d;u
e;cze.66;x;;w;f;e;;w;maj.87;lis.33;b;;w;u;y;t;g;;d;a
e;cze.92;x;;w;f;e;;w;06.gru;gru.61;b;;y;u;y;t;g;;d;a
e;cze.35;x;;y;f;e;;w;cze.19;12.sie;b;;y;u;w;t;g;;d;u
e;07.sty;x;;y;f;e;;w;06.lis;gru.46;b;;y;u;w;t;g;;d;a
e;cze.66;x;;w;f;e;;w;maj.63;lis.82;b;;w;u;y;t;g;;d;u
e;lip.41;x;;y;f;e;;w;cze.49;13.mar;b;;w;u;w;t;g;;d;u
e;cze.45;x;;w;f;e;;w;05.lip;lis.73;b;;w;u;y;t;g;;d;a
e;cze.98;x;;y;f;e;;w;06.wrz;gru.37;b;;w;u;y;t;g;;d;u
e;cze.93;x;;w;f;e;;w;maj.68;12.lut;b;;y;u;w;t;g;;d;u
e;cze.76;x;;w;f;e;;w;05.lip;11.wrz;b;;w;u;w;t;g;;d;u
e;06.kwi;x;;y;f;e;;w;06.cze;lis.81;b;;w;u;w;t;g;;d;u
e;maj.68;x;;y;f;e;;w;cze.14;12.lip;b;;w;u;y;t;g;;d;a
e;mar.91;x;;w;f;e;;w;maj.33;paü.26;b;;w;u;w;t;g;;d;u
e;08.maj;x;;w;f;e;;w;cze.58;14.41;b;;w;u;y;t;g;;d;a
e;maj.99;x;;y;f;e;;w;maj.67;12.cze;b;;y;u;y;t;g;;d;a
e;cze.72;x;;y;f;e;;w;maj.98;gru.65;b;;w;u;y;t;g;;d;a
e;06.sty;x;;y;f;e;;w;maj.76;12.maj;b;;y;u;y;t;g;;d;u
e;cze.53;x;;y;f;e;;w;maj.66;12.kwi;b;;y;u;y;t;g;;d;a
e;cze.96;x;;w;f;e;;w;06.maj;12.cze;b;;y;u;w;t;g;;d;a
